reference,session,group,crop_start,length,weight,temporal_variance,speed_abs,minimum,maximum
listener/session11/Camera-2024-06-26-105024-105025,session11,expression,347,750,0.0006024096385542169,0.051275670312985355,0.031630196683139225,6.415244312336921e-13,0.9999572038650513
listener/session11/Camera-2024-06-26-122334-122317,session11,AU,944,750,0.0006024096385542169,0.053580655689066906,0.013796172674677348,0.0,1.0
listener/session11/Camera-2024-06-26-122334-122317,session11,VA,944,750,0.0006024096385542169,0.006356783733665202,0.030748730010597983,-0.6881046295166016,0.5302705764770508
listener/session11/Camera-2024-06-26-122334-122317,session11,expression,944,750,0.0006024096385542169,0.02083947252201942,0.01778215129063963,6.341993174108912e-14,0.9998834133148193
listener/session11/Camera-2024-06-26-151459-151413,session11,AU,332,750,0.0006024096385542169,0.1400732235573357,0.02946150422785937,0.0,1.0
listener/session11/Camera-2024-06-26-151459-151413,session11,VA,332,750,0.0006024096385542169,0.029335533181327547,0.04263418647541462,-0.7347022294998169,0.5673090219497681
listener/session11/Camera-2024-06-26-151459-151413,session11,expression,332,750,0.0006024096385542169,0.05295037014334753,0.0326922610461941,8.368249127498062e-14,0.9999946355819702
listener/session11/Camera-2024-06-26-160214-160213,session11,AU,1647,750,0.0006024096385542169,0.12606094051327696,0.05082331998219849,0.0,1.0
listener/session11/Camera-2024-06-26-160214-160213,session11,VA,1647,750,0.0006024096385542169,0.03515639316050719,0.04826999047599504,-0.6684508323669434,0.7664879560470581
listener/session11/Camera-2024-06-26-160214-160213,session11,expression,1647,750,0.0006024096385542169,0.05713955602807576,0.030818733499303072,2.2861713412498905e-19,1.0
listener/session11/Camera-2024-06-28-103912-104008,session11,AU,665,750,0.0006024096385542169,0.05409535677199226,0.02349799732977303,0.0,1.0
listener/session11/Camera-2024-06-28-103912-104008,session11,VA,665,750,0.0006024096385542169,0.019267930243584287,0.04292711091336007,-0.7823156714439392,0.45406898856163025
listener/session11/Camera-2024-06-28-103912-104008,session11,expression,665,750,0.0006024096385542169,0.04790034741164194,0.03366673187505919,9.585327052485243e-14,0.9999994039535522
listener/session11/Camera-2024-06-28-112322-112419,session11,AU,102,750,0.0006024096385542169,0.06839103990505861,0.02972852692478861,0.0,1.0
listener/session11/Camera-2024-06-28-112322-112419,session11,VA,102,750,0.0006024096385542169,0.024956714956082184,0.038475306664850904,-0.7705965042114258,0.5566228032112122
listener/session11/Camera-2024-06-28-112322-112419,session11,expression,102,750,0.0006024096385542169,0.05536813689904864,0.02766800658124539,2.781063953346402e-13,0.9999936819076538
listener/session11/Camera-2024-06-28-120152-120208,session11,AU,2958,750,0.0006024096385542169,0.07270387182910545,0.0406764574988874,0.0,1.0
listener/session11/Camera-2024-06-28-120152-120208,session11,VA,2958,750,0.0006024096385542169,0.026528679642625903,0.0508870985682243,-0.6113479137420654,0.6132996082305908
listener/session11/Camera-2024-06-28-120152-120208,session11,expression,2958,750,0.0006024096385542169,0.05632210978829921,0.05373542592070263,5.750468731833408e-14,0.9999077320098877
listener/session11/Camera-2024-06-28-153101-153104,session11,AU,796,750,0.0006024096385542169,0.08602782969885772,0.03489096573208723,0.0,1.0
listener/session11/Camera-2024-06-28-153101-153104,session11,VA,796,750,0.0006024096385542169,0.020920697392704288,0.04289079118564785,-0.49364611506462097,0.6981555223464966
listener/session11/Camera-2024-06-28-153101-153104,session11,expression,796,750,0.0006024096385542169,0.0533385339059059,0.04149947473795431,9.966467590079916e-17,0.9999990463256836
listener/session11/Camera-2024-06-28-160651-160703,session11,AU,1546,750,0.0006024096385542169,0.08367577510755081,0.03747218513573654,0.0,1.0
listener/session11/Camera-2024-06-28-160651-160703,session11,VA,1546,750,0.0006024096385542169,0.035478890280562926,0.046713750028562484,-0.7130374312400818,0.6165252923965454
listener/session11/Camera-2024-06-28-160651-160703,session11,expression,1546,750,0.0006024096385542169,0.058075130427439794,0.0321592584222027,1.044655184387227e-18,0.9999781847000122
listener/session11/Camera-2024-06-28-164549-164628,session11,AU,926,750,0.0006024096385542169,0.08639655837412846,0.021628838451268357,0.0,1.0
listener/session11/Camera-2024-06-28-164549-164628,session11,VA,926,750,0.0006024096385542169,0.033869596182307754,0.03217200697393459,-0.71481853723526,0.5103679895401001
listener/session11/Camera-2024-06-28-164549-164628,session11,expression,926,750,0.0006024096385542169,0.03277192501101461,0.01218793700382671,1.5831510659687128e-17,0.9999997615814209
listener/session11/Camera-2024-07-04-103805-103835,session11,AU,116,750,0.0006024096385542169,0.03076030262572316,0.008366711170449488,0.0,1.0
listener/session11/Camera-2024-07-04-103805-103835,session11,VA,116,750,0.0006024096385542169,0.014476848778968798,0.040395977057625994,-0.655261218547821,0.5489757061004639
listener/session11/Camera-2024-07-04-103805-103835,session11,expression,116,750,0.0006024096385542169,0.04257971069375525,0.04431100888592956,1.1608087586774694e-16,0.9999911785125732
listener/session11/Camera-2024-07-04-112307-112347,session11,AU,185,750,0.0006024096385542169,0.14021753449043173,0.06230529595015576,0.0,1.0
listener/session11/Camera-2024-07-04-112307-112347,session11,VA,185,750,0.0006024096385542169,0.030545135819194387,0.05463283597298951,-0.7298352718353271,0.7944636940956116
listener/session11/Camera-2024-07-04-112307-112347,session11,expression,185,750,0.0006024096385542169,0.06254246318113561,0.048190799839935135,1.3094829097989126e-17,0.9999991655349731
listener/session11/Camera-2024-07-04-120006-120008,session11,AU,1101,750,0.0006024096385542169,0.07278694555703903,0.025367156208277702,0.0,1.0
listener/session11/Camera-2024-07-04-120006-120008,session11,VA,1101,750,0.0006024096385542169,0.010445464110437421,0.03140241398820492,-0.5253368616104126,0.5400233268737793
listener/session11/Camera-2024-07-04-120006-120008,session11,expression,1101,750,0.0006024096385542169,0.054586159703290796,0.03110541393442575,6.939847643153502e-18,0.9998295307159424
listener/session11/Camera-2024-07-08-120627-120613,session11,AU,325,750,0.0006024096385542169,0.05806343272511498,0.034445927903871826,0.0,1.0
listener/session11/Camera-2024-07-08-120627-120613,session11,VA,325,750,0.0006024096385542169,0.046263948124960166,0.07286856279214807,-0.7393145561218262,0.9104270339012146
listener/session11/Camera-2024-07-08-120627-120613,session11,expression,325,750,0.0006024096385542169,0.07164133570638612,0.06623370755567086,7.157382743929025e-17,0.9999606609344482
listener/session11/Camera-2024-07-08-143054-143035,session11,AU,656,750,0.0006024096385542169,0.06860264055778079,0.03115264797507788,0.0,1.0
listener/session11/Camera-2024-07-08-143054-143035,session11,VA,656,750,0.0006024096385542169,0.04862541978413755,0.05088629736720481,-0.6182119250297546,0.8076814413070679
listener/session11/Camera-2024-07-08-143054-143035,session11,expression,656,750,0.0006024096385542169,0.060146725641520064,0.050710599176727746,6.978312699690075e-15,0.9999269247055054
listener/session11/Camera-2024-07-08-151240-151227,session11,AU,1494,750,0.0006024096385542169,0.07282622756267616,0.027147307521139297,0.0,1.0
listener/session11/Camera-2024-07-08-151240-151227,session11,VA,1494,750,0.0006024096385542169,0.027569606151490504,0.04505828758564906,-0.6605879068374634,0.5242089629173279
listener/session11/Camera-2024-07-08-151240-151227,session11,expression,1494,750,0.0006024096385542169,0.05453437940415507,0.038125865912429974,3.8323521873301347e-13,0.9994494318962097
listener/session11/Camera-2024-07-09-100427-100257,session11,AU,3405,750,0.0006024096385542169,0.09690040053404532,0.03168669336893636,0.0,1.0
listener/session11/Camera-2024-07-09-100427-100257,session11,VA,3405,750,0.0006024096385542169,0.1417564373972455,0.04395633673815129,-0.6460219621658325,1.0
listener/session11/Camera-2024-07-09-100427-100257,session11,expression,3405,750,0.0006024096385542169,0.06394838270525384,0.023276613710819394,6.305017459573963e-17,1.0
listener/session11/Camera-2024-07-09-104540-104439,session11,AU,2161,750,0.0006024096385542169,0.053717964693665604,0.025990209167779263,0.0,1.0
listener/session11/Camera-2024-07-09-104540-104439,session11,VA,2161,750,0.0006024096385542169,0.006829512189209625,0.03179346602683631,-0.4981798231601715,0.2955901622772217
listener/session11/Camera-2024-07-09-104540-104439,session11,expression,2161,750,0.0006024096385542169,0.015477129341327571,0.016529209968108634,1.0939824567068879e-11,0.9998898506164551
listener/session11/Camera-2024-07-09-111741-111806,session11,AU,302,750,0.0006024096385542169,0.09875531820204722,0.023052959501557634,0.0,1.0
listener/session11/Camera-2024-07-09-111741-111806,session11,VA,302,750,0.0006024096385542169,0.024231900545401662,0.04031059526414356,-0.6885610222816467,0.5942689776420593
listener/session11/Camera-2024-07-09-111741-111806,session11,expression,302,750,0.0006024096385542169,0.06073337259653007,0.0344290862791366,1.50563621561183e-15,0.9999852180480957
listener/session11/Camera-2024-07-09-134253-134210,session11,AU,2517,750,0.0006024096385542169,0.07240267022696929,0.03426791277258567,0.0,1.0
listener/session11/Camera-2024-07-09-134253-134210,session11,VA,2517,750,0.0006024096385542169,0.03403985967557203,0.05742495420459753,-0.7646456360816956,0.6264197826385498
listener/session11/Camera-2024-07-09-134253-134210,session11,expression,2517,750,0.0006024096385542169,0.05235992349499872,0.04180672953193887,2.964927870547588e-15,0.9999374151229858
listener/session11/Camera-2024-07-09-142938-142853,session11,AU,1879,750,0.0006024096385542169,0.08233306631063639,0.030707610146862484,0.0,1.0
listener/session11/Camera-2024-07-09-142938-142853,session11,VA,1879,750,0.0006024096385542169,0.014447195605813912,0.028266151143469226,-0.7495771646499634,0.5119147300720215
listener/session11/Camera-2024-07-09-142938-142853,session11,expression,1879,750,0.0006024096385542169,0.03333738970180091,0.02872794124591847,1.0724257675407095e-15,0.9999974966049194
listener/session11/Camera-2024-07-09-151245-151110,session11,AU,2097,750,0.0006024096385542169,0.08894359887257082,0.026079216733422343,0.0,1.0
listener/session11/Camera-2024-07-09-151245-151110,session11,VA,2097,750,0.0006024096385542169,0.011105089877383094,0.032466232159904865,-0.2447953224182129,0.47736063599586487
listener/session11/Camera-2024-07-09-151245-151110,session11,expression,2097,750,0.0006024096385542169,0.046066853693371164,0.02577541702158574,4.863000379852966e-16,0.9998101592063904
listener/session11/Camera-2024-07-10-134814-134720,session11,AU,1110,750,0.0006024096385542169,0.05956920338228753,0.019492656875834447,0.0,1.0
listener/session11/Camera-2024-07-10-134814-134720,session11,VA,1110,750,0.0006024096385542169,0.027698907133328093,0.033939092013442786,-0.579586923122406,0.754294753074646
listener/session11/Camera-2024-07-10-134814-134720,session11,expression,1110,750,0.0006024096385542169,0.047521846091244775,0.019019903695243617,1.6013316686520158e-15,0.9999879598617554
listener/session11/Camera-2024-07-10-142319-142203,session11,AU,1275,750,0.0006024096385542169,0.0755436878801365,0.03943035157988429,0.0,1.0
listener/session11/Camera-2024-07-10-142319-142203,session11,VA,1275,750,0.0006024096385542169,0.026750514598015154,0.046013230204244006,-0.5455189943313599,0.6700615882873535
listener/session11/Camera-2024-07-10-142319-142203,session11,expression,1275,750,0.0006024096385542169,0.047374274101462305,0.03718709662982067,1.616173422305453e-13,0.9999996423721313
listener/session11/Camera-2024-07-10-150927-150804,session11,AU,1301,750,0.0006024096385542169,0.02712333481679275,0.007654650645304851,0.0,1.0
listener/session11/Camera-2024-07-10-150927-150804,session11,VA,1301,750,0.0006024096385542169,0.018612442311696904,0.03189841890148072,-0.6445063948631287,0.751150369644165
listener/session11/Camera-2024-07-10-150927-150804,session11,expression,1301,750,0.0006024096385542169,0.017345371634557634,0.012779390902038836,9.148416569947636e-18,1.0
listener/session11/Camera-2024-07-10-154722-154626,session11,AU,602,750,0.0006024096385542169,0.057644978489838294,0.021361815754339118,0.0,1.0
listener/session11/Camera-2024-07-10-154722-154626,session11,VA,602,750,0.0006024096385542169,0.02303121267538493,0.048886092071320726,-0.4246531128883362,0.7024441957473755
listener/session11/Camera-2024-07-10-154722-154626,session11,expression,602,750,0.0006024096385542169,0.05391769154845405,0.047890395176425314,1.4216637578539498e-13,0.9996224641799927
listener/session11/Camera-2024-07-11-094209-094215,session11,AU,345,750,0.0006024096385542169,0.08866779409583149,0.03667111704494882,0.0,1.0
listener/session11/Camera-2024-07-11-094209-094215,session11,VA,345,750,0.0006024096385542169,0.024617604442548683,0.05161693103820364,-0.6106003522872925,0.6572805643081665
listener/session11/Camera-2024-07-11-094209-094215,session11,expression,345,750,0.0006024096385542169,0.05243846879924392,0.04313449806340866,1.889662336112749e-13,0.9999793767929077
listener/session11/Camera-2024-07-11-103159-103100,session11,AU,2047,750,0.0006024096385542169,0.05457136923305147,0.019670672007120606,0.0,1.0
listener/session11/Camera-2024-07-11-103159-103100,session11,VA,2047,750,0.0006024096385542169,0.04560057100546977,0.04925891510316622,-0.6210610866546631,0.5557875633239746
listener/session11/Camera-2024-07-11-103159-103100,session11,expression,2047,750,0.0006024096385542169,0.06440190578489559,0.037289210481165694,1.3127620489616974e-15,0.9998145699501038
listener/session11/Camera-2024-07-11-111326-111141,session11,AU,1820,750,0.0006024096385542169,0.034011689660287774,0.014686248331108143,0.0,1.0
listener/session11/Camera-2024-07-11-111326-111141,session11,VA,1820,750,0.0006024096385542169,0.007561132508456322,0.03355993722405071,-0.6722214221954346,0.10974034667015076
listener/session11/Camera-2024-07-11-111326-111141,session11,expression,1820,750,0.0006024096385542169,0.024790668666615057,0.03286686327545175,8.352385407914247e-19,0.9999831914901733
listener/session11/Camera-2024-07-11-120318-120232,session11,AU,1020,750,0.0006024096385542169,0.11574448894822736,0.040320427236315085,0.0,1.0
listener/session11/Camera-2024-07-11-120318-120232,session11,VA,1020,750,0.0006024096385542169,0.024787719425034587,0.0370921128602308,-0.6206909418106079,0.42313528060913086
listener/session11/Camera-2024-07-11-120318-120232,session11,expression,1020,750,0.0006024096385542169,0.051077572315192374,0.0375077175209386,2.111322997943449e-13,0.9981926083564758
listener/session11/Camera-2024-07-11-134401-134311,session11,AU,97,750,0.0006024096385542169,0.10152392820056377,0.02082777036048064,0.0,1.0
listener/session11/Camera-2024-07-11-134401-134311,session11,VA,97,750,0.0006024096385542169,0.04303545451726086,0.038858697183917615,-0.8078433871269226,0.8184436559677124
listener/session11/Camera-2024-07-11-134401-134311,session11,expression,97,750,0.0006024096385542169,0.06651464596389181,0.029816882106171425,2.5650230226603027e-16,1.0
listener/session11/Camera-2024-07-11-142837-142758,session11,AU,636,750,0.0006024096385542169,0.09299083222073874,0.026969292389853138,0.0,1.0
listener/session11/Camera-2024-07-11-142837-142758,session11,VA,636,750,0.0006024096385542169,0.03145334845968692,0.041278725251237124,-0.5891513824462891,0.5723885297775269
listener/session11/Camera-2024-07-11-142837-142758,session11,expression,636,750,0.0006024096385542169,0.05363093363750431,0.026478815885550115,6.133983640422088e-17,0.9999924898147583
listener/session11/Camera-2024-07-11-154330-154400,session11,AU,1162,750,0.0006024096385542169,0.060089126242397255,0.025011125945705384,0.0,1.0
listener/session11/Camera-2024-07-11-154330-154400,session11,VA,1162,750,0.0006024096385542169,0.04641671225360504,0.05795316063166062,-0.5491284728050232,0.8866505026817322
listener/session11/Camera-2024-07-11-154330-154400,session11,expression,1162,750,0.0006024096385542169,0.0631639699764252,0.04680225509464911,1.627111745058966e-17,1.0
listener/session11/Camera-2024-07-11-161602-161527,session11,AU,1646,750,0.0006024096385542169,0.08501207535973894,0.017623497997329773,0.0,1.0
listener/session11/Camera-2024-07-11-161602-161527,session11,VA,1646,750,0.0006024096385542169,0.009994163556592349,0.02682651786782713,-0.23893672227859497,0.4061768352985382
listener/session11/Camera-2024-07-11-161602-161527,session11,expression,1646,750,0.0006024096385542169,0.028510884618637586,0.02141986802146093,3.301820080368889e-13,0.9998841285705566
listener/session11/Camera-2024-07-16-134902-134937,session11,AU,2435,750,0.0006024096385542169,0.06550197300103842,0.027859368046283934,0.0,1.0
listener/session11/Camera-2024-07-16-134902-134937,session11,VA,2435,750,0.0006024096385542169,0.03209320973384514,0.051687321522445956,-0.8305028080940247,0.5397520065307617
listener/session11/Camera-2024-07-16-134902-134937,session11,expression,2435,750,0.0006024096385542169,0.04168473778706787,0.032635748574758434,8.887012931384653e-15,0.9999986886978149
listener/session11/Camera-2024-07-16-143113-143143,session11,AU,1181,750,0.0006024096385542169,0.10786079216733427,0.02874944370271473,0.0,1.0
listener/session11/Camera-2024-07-16-143113-143143,session11,VA,1181,750,0.0006024096385542169,0.04068453359756895,0.033203487909922454,-0.5601248741149902,0.5681152939796448
listener/session11/Camera-2024-07-16-143113-143143,session11,expression,1181,750,0.0006024096385542169,0.05700018538856175,0.021153728600018285,1.6050440552411538e-17,0.999984860420227
listener/session11/Camera-2024-07-16-152105-152147,session11,AU,625,750,0.0006024096385542169,0.09197650200267023,0.03667111704494882,0.0,1.0
listener/session11/Camera-2024-07-16-152105-152147,session11,VA,625,750,0.0006024096385542169,0.03896012170556801,0.06508902455860369,-0.6073087453842163,0.8302832245826721
listener/session11/Camera-2024-07-16-152105-152147,session11,expression,625,750,0.0006024096385542169,0.0626411132204021,0.05396931086598487,1.881641764194539e-15,0.9999849796295166
listener/session11/Camera-2024-07-16-160716-160749,session11,AU,563,750,0.0006024096385542169,0.04083322949117344,0.021895861148197596,0.0,1.0
listener/session11/Camera-2024-07-16-160716-160749,session11,VA,563,750,0.0006024096385542169,0.0348405607444128,0.04520397114807439,-0.6521632075309753,0.6317708492279053
listener/session11/Camera-2024-07-16-160716-160749,session11,expression,563,750,0.0006024096385542169,0.05847116156133241,0.03499114963773441,6.165692583500349e-16,0.9999462366104126
listener/session11/Camera-2024-07-17-104338-104241,session11,AU,2710,750,0.0006024096385542169,0.1164095534787124,0.05100133511348465,0.0,1.0
listener/session11/Camera-2024-07-17-104338-104241,session11,VA,2710,750,0.0006024096385542169,0.012337020825060472,0.036339504656708925,-0.9078253507614136,0.42876672744750977
listener/session11/Camera-2024-07-17-104338-104241,session11,expression,2710,750,0.0006024096385542169,0.036134116347881585,0.037246452961725136,1.7313550310863687e-17,0.9999099969863892
listener/session11/Camera-2024-07-17-112836-112807,session11,AU,1621,750,0.0006024096385542169,0.1353047915739505,0.027325322652425457,0.0,1.0
listener/session11/Camera-2024-07-17-112836-112807,session11,VA,1621,750,0.0006024096385542169,0.05949342618864019,0.04557848556616278,-0.6395808458328247,0.9385091662406921
listener/session11/Camera-2024-07-17-112836-112807,session11,expression,1621,750,0.0006024096385542169,0.07215460765311286,0.030430819659234776,9.035343858800168e-16,1.0
listener/session11/Camera-2024-07-17-121257-121235,session11,AU,2698,750,0.0006024096385542169,0.04550956831330663,0.017445482866043614,0.0,1.0
listener/session11/Camera-2024-07-17-121257-121235,session11,VA,2698,750,0.0006024096385542169,0.033692698734776504,0.046193611389088216,-0.5079501271247864,0.7309542298316956
listener/session11/Camera-2024-07-17-121257-121235,session11,expression,2698,750,0.0006024096385542169,0.050165721523100365,0.028084821236722887,7.223144998791398e-11,0.999847412109375
listener/session11/Camera-2024-07-19-143058-143036,session11,AU,162,750,0.0006024096385542169,0.10111484942886807,0.024833110814419225,0.0,1.0
listener/session11/Camera-2024-07-19-143058-143036,session11,VA,162,750,0.0006024096385542169,0.1324094571119231,0.041334490228359784,-0.8093428611755371,0.910083532333374
listener/session11/Camera-2024-07-19-143058-143036,session11,expression,162,750,0.0006024096385542169,0.05672754023038982,0.017381796729555647,4.3310941821633666e-15,1.0
listener/session11/Camera-2024-07-19-151039-150947,session11,AU,536,750,0.0006024096385542169,0.033978934876131156,0.014597240765465064,0.0,1.0
listener/session11/Camera-2024-07-19-151039-150947,session11,VA,536,750,0.0006024096385542169,0.024232309510828602,0.041282952314265105,-0.872880756855011,0.7061954736709595
listener/session11/Camera-2024-07-19-151039-150947,session11,expression,536,750,0.0006024096385542169,0.04659765281442749,0.03479243025580148,1.140985363915631e-13,0.9999992847442627
listener/session11/Camera-2024-07-22-111042-111140,session11,AU,53,750,0.0006024096385542169,0.05473431241655544,0.03124165554072096,0.0,1.0
listener/session11/Camera-2024-07-22-111042-111140,session11,VA,53,750,0.0006024096385542169,0.01647023929191163,0.04522926769951714,-0.5757635831832886,0.3526889681816101
listener/session11/Camera-2024-07-22-111042-111140,session11,expression,53,750,0.0006024096385542169,0.050718746243284214,0.04212207683589281,8.640371751411635e-11,0.9999774694442749
listener/session11/Camera-2024-07-22-135929-140003,session11,AU,18696,750,0.0006024096385542169,0.10116386292834895,0.0380952380952381,0.0,1.0
listener/session11/Camera-2024-07-22-135929-140003,session11,VA,18696,750,0.0006024096385542169,0.06120455976360291,0.05358868972143439,-0.6549314856529236,0.8303473591804504
listener/session11/Camera-2024-07-22-135929-140003,session11,expression,18696,750,0.0006024096385542169,0.06956652965369473,0.041291884100455235,3.116216933476447e-14,0.9999997615814209
listener/session11/Camera-2024-07-22-143349-143428,session11,AU,172,750,0.0006024096385542169,0.09440083073727935,0.025456163773920782,0.0,1.0
listener/session11/Camera-2024-07-22-143349-143428,session11,VA,172,750,0.0006024096385542169,0.028575560661923072,0.05114229002318411,-0.6515420079231262,0.7585970163345337
listener/session11/Camera-2024-07-22-143349-143428,session11,expression,172,750,0.0006024096385542169,0.0682027502020808,0.04455371125914161,1.8856867170945928e-16,0.9999179840087891
listener/session11/Camera-2024-07-22-155059-155140,session11,AU,779,750,0.0006024096385542169,0.07387070167630916,0.040765465064530486,0.0,1.0
listener/session11/Camera-2024-07-22-155059-155140,session11,VA,779,750,0.0006024096385542169,0.01266863767182977,0.04404578737178457,-0.3361184597015381,0.4176742434501648
listener/session11/Camera-2024-07-22-155059-155140,session11,expression,779,750,0.0006024096385542169,0.05058151595928506,0.032968460508653326,3.008248381300427e-12,0.9999715089797974
listener/session11/Camera-2024-07-24-095443-095420,session11,AU,1284,750,0.0006024096385542169,0.06672980269989617,0.03257676902536716,0.0,1.0
listener/session11/Camera-2024-07-24-095443-095420,session11,VA,1284,750,0.0006024096385542169,0.027308008108415008,0.04521042665588521,-0.834388256072998,0.7497013807296753
listener/session11/Camera-2024-07-24-095443-095420,session11,expression,1284,750,0.0006024096385542169,0.0671018639838235,0.03775813194678124,6.053399705147172e-17,1.0
listener/session11/Camera-2024-07-24-103011-103000,session11,AU,524,750,0.0006024096385542169,0.052480878207981016,0.03141967067200712,0.0,1.0
listener/session11/Camera-2024-07-24-103011-103000,session11,VA,524,750,0.0006024096385542169,0.022697410933991177,0.06529925371680623,-0.6469278335571289,0.6952598690986633
listener/session11/Camera-2024-07-24-103011-103000,session11,expression,524,750,0.0006024096385542169,0.052280285354251,0.05923633833681185,3.95625847078411e-14,0.9999511241912842
listener/session11/Camera-2024-07-24-110700-110644,session11,AU,387,750,0.0006024096385542169,0.04491535380507344,0.017623497997329773,0.0,1.0
listener/session11/Camera-2024-07-24-110700-110644,session11,VA,387,750,0.0006024096385542169,0.03202995812152843,0.04886266861474005,-0.621895968914032,0.7834974527359009
listener/session11/Camera-2024-07-24-110700-110644,session11,expression,387,750,0.0006024096385542169,0.06196884301598201,0.042122108101767496,1.0735073475506532e-18,0.9999947547912598
listener/session11/Camera-2024-07-24-114427-114339,session11,AU,1075,750,0.0006024096385542169,0.09467295653463882,0.02652425456163774,0.0,1.0
listener/session11/Camera-2024-07-24-114427-114339,session11,VA,1075,750,0.0006024096385542169,0.04032782121409015,0.04122511805028957,-0.5072388052940369,0.7787959575653076
listener/session11/Camera-2024-07-24-114427-114339,session11,expression,1075,750,0.0006024096385542169,0.02694584847458263,0.018539711336020098,2.244585005939403e-15,0.9999997615814209
listener/session11/Camera-2024-07-25-155256-155217,session11,AU,18,750,0.0006024096385542169,0.07721216436730455,0.019403649310191368,0.0,1.0
listener/session11/Camera-2024-07-25-155256-155217,session11,VA,18,750,0.0006024096385542169,0.019347186182478736,0.03838603063741418,-0.7138298749923706,0.5822148323059082
listener/session11/Camera-2024-07-25-155256-155217,session11,expression,18,750,0.0006024096385542169,0.042336678332172355,0.027514057192624237,2.5581718819177382e-20,0.9999791383743286
listener/session11/Camera-2024-07-25-162817-162715,session11,AU,29,750,0.0006024096385542169,0.046127755525886396,0.019759679572763686,0.0,1.0
listener/session11/Camera-2024-07-25-162817-162715,session11,VA,29,750,0.0006024096385542169,0.013094505167571347,0.027770677979324306,-0.25927993655204773,0.5080414414405823
listener/session11/Camera-2024-07-25-162817-162715,session11,expression,29,750,0.0006024096385542169,0.01597004551407137,0.013279114554279867,3.417950202533666e-18,0.9999967813491821
listener/session11/Camera-2024-07-26-103222-103252,session11,AU,3409,750,0.0006024096385542169,0.05319554962171787,0.02109479305740988,0.0,1.0
listener/session11/Camera-2024-07-26-103222-103252,session11,VA,3409,750,0.0006024096385542169,0.030498945243638886,0.0394880500372166,-0.8009218573570251,0.6384888887405396
listener/session11/Camera-2024-07-26-103222-103252,session11,expression,3409,750,0.0006024096385542169,0.0521289819162597,0.021649202895166555,9.982327329105187e-14,0.9999988079071045
listener/session11/Camera-2024-07-26-110838-110914,session11,AU,482,750,0.0006024096385542169,0.12431662958018098,0.03969737427681353,0.0,1.0
listener/session11/Camera-2024-07-26-110838-110914,session11,VA,482,750,0.0006024096385542169,0.044679522795748834,0.049718491365021475,-0.6059670448303223,0.8286541700363159
listener/session11/Camera-2024-07-26-110838-110914,session11,expression,482,750,0.0006024096385542169,0.05286256102922516,0.03730822245014246,2.7160976592832675e-11,0.9999983310699463
listener/session11/Camera-2024-07-26-120608-120642,session11,AU,1044,750,0.0006024096385542169,0.06620145379023887,0.032309746328437916,0.0,1.0
listener/session11/Camera-2024-07-26-120608-120642,session11,VA,1044,750,0.0006024096385542169,0.020027410075244147,0.03791470587929992,-0.4957781732082367,0.7003288269042969
listener/session11/Camera-2024-07-26-120608-120642,session11,expression,1044,750,0.0006024096385542169,0.04942713936854497,0.048205448183727455,1.124281848174924e-10,0.9999315738677979
listener/session11/Camera-2024-07-29-135410-135329,session11,AU,977,750,0.0006024096385542169,0.07139652870493993,0.019492656875834447,0.0,1.0
listener/session11/Camera-2024-07-29-135410-135329,session11,VA,977,750,0.0006024096385542169,0.03239163879931764,0.04310704775661907,-0.3490476608276367,0.7714582681655884
listener/session11/Camera-2024-07-29-135410-135329,session11,expression,977,750,0.0006024096385542169,0.053054581586725734,0.027145633235298044,1.6064697175705012e-16,0.9999998807907104
listener/session11/Camera-2024-07-29-143941-143856,session11,AU,362,750,0.0006024096385542169,0.04527945408693072,0.013885180240320427,0.0,1.0
listener/session11/Camera-2024-07-29-143941-143856,session11,VA,362,750,0.0006024096385542169,0.009052275421266076,0.028708216066513265,-0.7367556095123291,0.40962037444114685
listener/session11/Camera-2024-07-29-143941-143856,session11,expression,362,750,0.0006024096385542169,0.04262327328882147,0.03314460812977025,2.0898322135309844e-14,0.9991878867149353
listener/session11/Camera-2024-07-29-150955-150932,session11,AU,2480,750,0.0006024096385542169,0.13428951194184838,0.06764574988874054,0.0,1.0
listener/session11/Camera-2024-07-29-150955-150932,session11,VA,2480,750,0.0006024096385542169,0.06289986324806894,0.06981514921245253,-0.9559227228164673,0.8014491200447083
listener/session11/Camera-2024-07-29-150955-150932,session11,expression,2480,750,0.0006024096385542169,0.06224546959116814,0.04507000931948845,2.8138465527060828e-18,0.9999985694885254
listener/session11/Camera-2024-07-29-160525-160426,session11,AU,3395,750,0.0006024096385542169,0.13340964248627796,0.05518469069870939,0.0,1.0
listener/session11/Camera-2024-07-29-160525-160426,session11,VA,3395,750,0.0006024096385542169,0.06020340642502915,0.056456373044561955,-0.8349102735519409,0.7771096229553223
listener/session11/Camera-2024-07-29-160525-160426,session11,expression,3395,750,0.0006024096385542169,0.07408998299620799,0.050043003078938,5.531505251605662e-16,1.0
listener/session11/Camera-2024-07-29-163415-163339,session11,AU,1702,750,0.0006024096385542169,0.06859777481085891,0.027948375611927014,0.0,1.0
listener/session11/Camera-2024-07-29-163415-163339,session11,VA,1702,750,0.0006024096385542169,0.005758399410806685,0.025061526533479844,-0.29732489585876465,0.22817981243133545
listener/session11/Camera-2024-07-29-163415-163339,session11,expression,1702,750,0.0006024096385542169,0.049335607014321374,0.007372774025382701,8.939534056312103e-15,0.9999401569366455
